"sequence","asset","duration","avg_entry","cost","payout","pnl","trade_count","won"
"398","btc","5m","0.14","1.001","0.0","-1.001","1","False"
"399","btc","5m","0.33999983","2.095018","0.0","-2.095018","2","False"
"400","btc","5m","0.3299997822","1.048229","3.030302","1.9820729999999998","1","True"
"401","btc","5m","0.2699999136","1.678029","2.083332","0.40530299999999997","2","True"
"402","btc","5m","0.4799998688","4.149727","8.333328999999999","4.183601999999999","3","True"
"403","btc","5m","0.32333323006666664","4.092278","13.529225","9.436947","3","True"
"404","btc","5m","0.47333318","4.146967","0.0","-4.146967","3","False"
"405","btc","5m","0.4498649954","2.077009","4.445776","2.3687670000000005","1","True"
"406","btc","5m","0.1925","4.8919","0.0","-4.8919","4","False"
"407","btc","5m","0.33999983","2.092378","0.0","-2.092378","2","False"
"408","btc","5m","0.4399998382","2.078378","4.604915999999999","2.5265379999999995","2","True"
"409","btc","5m","0.24","1.01107","0.0","-1.01107","1","False"
"410","btc","5m","0.135","1.82625","0.0","-1.82625","2","False"
"411","btc","5m","0.3899998479","1.042689","0.0","-1.042689","1","False"
"412","btc","5m","0.4799998272","1.036389","2.083332","1.046943","1","True"
"413","btc","5m","0.152","5.002999999999999","0.0","-5.002999999999999","5","False"
"414","btc","5m","0.21000012494285714","5.002922","0.0","-5.002922","7","False"
"415","btc","5m","0.4399998064","1.039189","0.0","-1.039189","1","False"
"416","btc","5m","0.5","1.035","2.0","0.9650000000000001","1","True"
"417","btc","5m","0.1599999778","4.778149","0.0","-4.778149","4","False"
"418","btc","5m","0.13857142857142857","4.913676000000001","0.0","-4.913676000000001","7","False"
"419","btc","5m","0.25166664461666666","5.159511","0.0","-5.159511","6","False"
"420","btc","5m","0.11","1.001","9.1","8.099","1","True"
"421","btc","5m","0.3799999012","1.043389","0.0","-1.043389","1","False"
"422","btc","5m","0.18400002192","3.8317759999999996","0.0","-3.8317759999999996","5","False"
"423","btc","5m","0.17","1.0013","5.89","4.8887","1","True"
"424","btc","5m","0.14","1.001","0.0","-1.001","1","False"
"425","btc","5m","0.13","1.001","7.7","6.699","1","True"
"426","btc","5m","0.19","1.0013","5.27","4.268699999999999","1","True"
"427","btc","5m","0.09","0.87117","0.0","-0.87117","1","False"
"428","btc","5m","0.05","0.28102","0.0","-0.28102","1","False"
"429","btc","5m","0.19","5.0046","0.0","-5.0046","5","False"
"430","btc","5m","0.4799998272","1.036389","2.083332","1.046943","1","True"
"431","btc","5m","0.19","1.0013","0.0","-1.0013","2","False"
"432","btc","5m","0.01","4.0","0.0","-4.0","3","False"
"433","btc","5m","0.24","1.05404","0.0","-1.05404","1","False"
"434","btc","5m","0.37666659306666667","4.109288","6.2499970000000005","2.140709","3","True"
"435","btc","5m","0.1233333374","2.001775","0.0","-2.001775","3","False"
"436","btc","5m","0.4599997608","1.037789","0.0","-1.037789","1","False"
"437","btc","5m","0.25","0.90778","0.0","-0.90778","1","False"
"438","btc","5m","0.28","3.05492","0.0","-3.05492","2","False"
"439","btc","5m","0.12000000000000001","3.0006","0.0","-3.0006","2","False"
"440","btc","5m","0.46999988485","3.111278","6.382975999999999","3.2716979999999993","2","True"
"441","btc","5m","0.4799998272","1.036389","0.0","-1.036389","1","False"
"442","btc","5m","0.2","1.0","0.0","-1.0","1","False"
"443","btc","5m","0.19","3.0005","0.0","-3.0005","2","False"
"444","btc","5m","0.26400003138","2.8343879999999997","0.0","-2.8343879999999997","5","False"
"445","btc","5m","0.19","3.0020000000000002","15.799999999999999","12.797999999999998","2","True"
"446","btc","5m","0.29","1.05022","3.45","2.3997800000000002","1","True"
"447","btc","5m","0.2","0.9166","0.0","-0.9166","1","False"
"448","btc","5m","0.21500000000000002","3.0024999999999995","0.0","-3.0024999999999995","2","False"
"449","btc","5m","0.275","1.87643","0.0","-1.87643","2","False"
"450","btc","5m","0.25666662256666667","3.057289","11.911903","8.854614000000002","3","True"
"451","btc","5m","0.16499999999999998","2.45526","13.1","10.644739999999999","2","True"
"452","btc","5m","0.2699999556","3.147659","0.0","-3.147659","2","False"
"453","btc","5m","0.18","1.0008","5.56","4.5592","1","True"
"454","btc","5m","0.38999986935","3.1280780000000004","7.692305","4.564227","2","True"
"455","btc","5m","0.245","2.97771","12.27","9.29229","2","True"
"456","btc","5m","0.384999896","3.128778","0.0","-3.128778","2","False"
"457","btc","5m","0.34999993","2.090989","0.0","-2.090989","1","False"
"458","btc","5m","0.4799998272","1.036389","2.083332","1.046943","1","True"
"459","btc","5m","0.3499998775","1.045489","0.0","-1.045489","1","False"
"460","btc","5m","0.4399998064","1.039189","0.0","-1.039189","1","False"
"461","btc","5m","0.21","0.79337","0.0","-0.79337","1","False"
"462","btc","5m","0.08","0.77488","0.0","-0.77488","1","False"
"463","btc","5m","0.02","1.0","0.0","-1.0","1","False"
"464","btc","5m","0.4799998272","1.036389","0.0","-1.036389","1","False"
"465","btc","5m","0.43499988765","3.122478","7.303971000000001","4.181493000000001","2","True"
"466","btc","5m","0.2","1.0","0.0","-1.0","2","False"
"467","btc","5m","0.2599999032","3.039189","2.272726","-0.7664629999999999","2","True"
"468","btc","5m","0.4799998272","1.036389","0.0","-1.036389","1","False"
"469","btc","5m","0.095","3.12274","0.0","-3.12274","2","False"
"470","btc","5m","0.14","1.001","0.0","-1.001","1","False"
"471","btc","5m","0.13","1.001","0.0","-1.001","1","False"
"472","btc","5m","0.4499997975","1.038489","0.0","-1.038489","1","False"
"473","btc","5m","0.2","0.8807","0.0","-0.8807","1","False"
"474","btc","5m","0.3799999012","1.043389","0.0","-1.043389","1","False"
"475","btc","5m","0.35999989655","3.135078","0.0","-3.135078","2","False"
"476","btc","5m","0.3649999156","3.134378","0.0","-3.134378","2","False"
"477","btc","5m","0.19","3.0020000000000002","0.0","-3.0020000000000002","2","False"
"478","btc","5m","0.43999991120000004","3.119678","0.0","-3.119678","2","False"
"479","btc","5m","0.12","1.0008","0.0","-1.0008","1","False"
"480","btc","5m","0.379999924","3.130178","0.0","-3.130178","2","False"
"481","btc","5m","0.19","3.0020000000000002","0.0","-3.0020000000000002","2","False"
"482","btc","5m","0.14","1.001","0.0","-1.001","1","False"
"483","btc","5m","0.150000031475","3.000652","0.0","-3.000652","4","False"
"484","btc","5m","0.110000050275","0.9980450000000001","9.073134","8.075089","4","True"
"485","btc","5m","0.3699999086","3.131578","8.040932","4.9093539999999996","2","True"
"486","btc","5m","0.3249999506","3.044089","10.041577","6.997488000000001","2","True"
"487","btc","5m","0.5","2.07","4.0","1.9300000000000002","1","True"
"488","btc","5m","0.28","2.002","0.0","-2.002","1","False"
"489","btc","5m","0.3699998631","1.044089","0.0","-1.044089","1","False"
"490","btc","5m","0.20500000000000002","2.9992","0.0","-2.9992","2","False"
"491","btc","5m","0.30499993155","2.788179","9.602701","6.814522","2","True"
"492","btc","5m","0.22999999999999998","2.75892","0.0","-2.75892","2","False"
"493","btc","5m","0.4699998778","1.037089","2.127658","1.090569","1","True"
"494","btc","5m","0.3799999012","1.043389","0.0","-1.043389","1","False"
"495","btc","5m","0.28500000000000003","3.0522199999999997","0.0","-3.0522199999999997","2","False"
"496","btc","5m","0.19","1.0013","5.27","4.268699999999999","1","True"
"497","btc","5m","0.3799999012","1.043389","2.631577","1.5881880000000002","1","True"
"498","btc","5m","0.4799998896","3.109178","0.0","-3.109178","2","False"
"499","btc","5m","0.2833333333333333","3.0169900000000003","0.0","-3.0169900000000003","3","False"
"500","btc","5m","0.28","3.0440500000000004","0.0","-3.0440500000000004","2","False"
"501","btc","5m","0.28000006305","2.000911","7.146109999999999","5.145199","2","True"
"502","btc","5m","0.46999988485","3.111278","0.0","-3.111278","2","False"
"503","btc","5m","0.4899998285","1.035689","2.040815","1.0051259999999997","1","True"
"504","btc","5m","0.4099999727","3.123189","0.0","-3.123189","2","False"
"505","btc","5m","0.4399998064","1.039189","0.0","-1.039189","1","False"
"506","btc","5m","0.379999924","3.130178","0.0","-3.130178","2","False"
"507","btc","5m","0.35999997525","3.130009","0.0","-3.130009","2","False"
"508","btc","5m","0.29499992394999996","3.042689","0.0","-3.042689","2","False"
"509","btc","5m","0.4799998272","1.036389","0.0","-1.036389","1","False"
"510","btc","5m","0.19","1.0013","0.0","-1.0013","1","False"
"511","btc","5m","0.19","1.00386","0.0","-1.00386","1","False"
"512","btc","5m","0.48","3.1092","6.25","3.1408","1","True"
"513","btc","5m","0.7299999416","3.056689","4.109588","1.0528989999999996","1","True"
"514","btc","5m","0.46","2.38694","0.0","-2.38694","1","False"
"515","btc","5m","0.8309835428","2.974779","3.537975","0.563196","1","True"
"516","btc","5m","0.92999969","2.863958","3.064515","0.20055700000000032","1","True"
"517","btc","5m","0.96","2.97831","3.09375","0.11543999999999999","1","True"
"518","btc","5m","0.7599999889","2.775859","3.592104","0.8162449999999999","1","True"
"519","btc","5m","0.98","2.974138","3.0306","0.056462000000000234","1","True"
"520","btc","5m","0.964999999","7.858497","8.114033","0.2555359999999993","2","True"
"521","btc","5m","0.6381129981","7.769339","11.803961000000001","4.034622000000001","2","True"
"522","btc","5m","0.96540780865","7.905638","8.124946","0.21930799999999984","2","True"
"523","btc","5m","0.544999988","8.109159","0.0","-8.109159","2","False"
"524","btc","5m","0.6","2.86812","0.0","-2.86812","1","False"
"525","btc","5m","0.9699999967","2.976208","3.061833","0.08562499999999984","1","True"
"526","btc","5m","0.8699999772","2.694286","3.068961","0.37467499999999987","1","True"
"527","btc","5m","0.8299999742","2.924386","3.481923","0.557537","1","True"
"528","btc","5m","0.8399999663","3.023475","0.0","-3.023475","1","False"
"529","btc","5m","0.93","2.80367","3.0","0.19633000000000012","1","True"
"530","btc","5m","0.8016420854499999","7.935922","9.712891","1.7769690000000011","2","True"
"531","btc","5m","0.1833333333","1.4536","0.0","-1.4536","1","False"
"532","btc","5m","0.9099999849","4.860416","5.307688","0.4472719999999999","1","True"
"533","btc","5m","0.6599998992","1.474269","0.0","-1.474269","1","False"
"534","btc","5m","0.9499999347","2.920178","3.063156","0.14297800000000027","1","True"
"535","btc","5m","0.8099999577","2.523109","3.074073","0.550964","1","True"
"536","btc","5m","0.24","1.5","0.0","-1.5","1","False"
"537","btc","5m","0.5199999024499999","4.594207","8.886894","4.292687","2","True"
"538","btc","5m","0.84","2.608887","3.071425","0.4625379999999999","1","True"
"539","btc","5m","0.88","2.99494","3.375","0.38005999999999984","1","True"
"540","btc","5m","0.96","2.94823","3.0625","0.11426999999999987","1","True"
"541","btc","5m","0.97","2.91611","3.0","0.0838899999999998","1","True"
"542","btc","5m","0.97","2.946143","3.0309","0.08475699999999975","1","True"
"543","btc","5m","0.88999985","2.751018","3.067414","0.3163959999999997","1","True"
"544","btc","5m","0.96","2.91814","3.03125","0.11310999999999982","1","True"
"545","btc","5m","0.5549999861","4.542057","9.25226","4.710203","2","True"
"546","btc","5m","0.52499997805","7.743168000000001","0.0","-7.743168000000001","2","False"
"547","btc","5m","0.34","6.582051","0.0","-6.582051","3","False"
"548","btc","5m","0.6904110891","6.451583","5.1518","-1.2997830000000006","2","True"
"549","btc","5m","0.62","1.27298","0.0","-1.27298","1","False"
"550","btc","5m","0.95","2.920163","3.06314","0.14297700000000013","1","True"
"551","btc","5m","0.97","2.946143","3.0309","0.08475699999999975","1","True"
"552","btc","5m","0.92","2.98662","3.22825","0.24163000000000023","1","True"
"553","btc","5m","0.9399999274","2.861968","3.031913","0.1699449999999998","1","True"
"554","btc","5m","0.9099999902","2.807569","3.065933","0.2583639999999998","1","True"
"555","btc","5m","0.6","4.466340000000001","0.0","-4.466340000000001","2","False"
"556","btc","5m","0.96","2.94823","3.0625","0.11426999999999987","1","True"
"557","btc","5m","0.8399999774","3.003258","3.535712","0.532454","1","True"
"558","btc","5m","0.4549999364","7.5996179999999995","0.0","-7.5996179999999995","4","False"
"559","btc","5m","0.6499999542","2.909568","0.0","-2.909568","1","False"
"560","btc","5m","0.95","2.920163","3.06314","0.14297700000000013","1","True"
"561","btc","5m","0.8","2.91018","3.5875","0.6773199999999999","1","True"
"562","btc","5m","0.7399999808","2.352038","3.121619","0.7695810000000001","1","True"
"563","btc","5m","0.9699998759","2.976228","3.061854","0.08562599999999998","1","True"
"564","btc","5m","0.96","2.94823","3.0625","0.11426999999999987","1","True"
"565","btc","5m","0.96","2.94823","3.0625","0.11426999999999987","1","True"
"566","btc","5m","0.96","2.94823","3.0625","0.11426999999999987","1","True"
"567","btc","5m","0.8199999944","2.977036","3.585361","0.6083249999999998","1","True"
"568","btc","5m","0.7599999359","2.409809","3.11842","0.7086109999999999","1","True"
"569","btc","5m","0.8499996906","2.637398","3.070587","0.43318900000000005","1","True"
"570","btc","5m","0.9299999967","2.833809","3.032257","0.19844799999999996","1","True"
"571","btc","5m","0.96","2.94823","3.0625","0.11426999999999987","1","True"
"572","btc","5m","0.96","2.91814","3.03125","0.11310999999999982","1","True"
"573","btc","5m","0.9049999951000001","6.553596000000001","7.199263","0.6456669999999995","2","True"
"574","btc","5m","0.9299999935","2.863958","3.064514","0.20055600000000018","1","True"
"575","btc","5m","0.95","2.920163","3.06314","0.14297700000000013","1","True"
"576","btc","5m","0.96","2.94823","3.0625","0.11426999999999987","1","True"
"577","btc","5m","0.8899999967","2.751014","3.067409","0.316395","1","True"
"578","btc","5m","0.96","2.91814","3.03125","0.11310999999999982","1","True"
"579","btc","5m","0.96","2.94823","3.0625","0.11426999999999987","1","True"
"580","btc","5m","0.75","2.35042","3.08","0.7295799999999999","1","True"
"581","btc","5m","0.909999997","3.008827","3.285711","0.2768839999999999","1","True"
"582","btc","5m","0.98","2.94411","3.0","0.05589000000000022","1","True"
"583","btc","5m","0.98","4.9569","5.051","0.09410000000000007","2","True"
"584","btc","5m","0.98","4.9569","5.051","0.09410000000000007","2","True"
"585","btc","5m","0.8799999870999999","4.588198","5.170441","0.5822430000000001","2","True"
"586","btc","5m","0.7199999912","8.334605","0.0","-8.334605","3","False"
"587","btc","5m","0.9433333322333334","6.7947880000000005","7.147833","0.35304499999999983","3","True"
"588","btc","5m","0.7966666369","9.892195999999998","2.0","-7.892195999999998","3","True"
"589","btc","5m","0.852499970275","10.903164","7.620032","-3.283132","4","True"
"590","btc","5m","0.9599998683000001","6.868418","7.1247620000000005","0.25634400000000035","3","True"
"591","btc","5m","0.74","2.036378","2.7027","0.6663220000000001","2","True"
"592","btc","5m","0.7666666359333334","4.047506","2.5487","-1.498806","3","True"
"593","btc","5m","0.7849999105000001","2.698854","0.0","-2.698854","2","False"
"594","eth","5m","0.67","1.02821","1.5","0.47178999999999993","1","True"
"595","eth","5m","0.74","1.02471","0.0","-1.02471","1","False"
"596","btc","5m","0.7899999921","1.014687","1.265819","0.25113200000000013","1","True"
"597","btc","5m","0.219999928","2.1091889999999998","0.0","-2.1091889999999998","2","False"
"598","btc","5m","0.15000000000000002","2.949902","0.0","-2.949902","4","False"
"599","eth","5m","0.7","1.02202","0.0","-1.02202","1","False"
"600","eth","5m","0.67","1.02821","0.0","-1.02821","1","False"
"601","btc","5m","0.77499943255","2.031496","2.5816090000000003","0.5501130000000001","2","True"
"602","eth","5m","0.77","1.01711","1.3","0.2828900000000001","1","True"
"603","btc","5m","0.33999983","2.092378","0.0","-2.092378","2","False"
"604","btc","5m","0.78","1.015389","1.28205","0.2666609999999998","1","True"
"605","btc","5m","0.5","1.035","0.0","-1.035","1","False"
"606","eth","5m","0.7","1.00772","1.41","0.40227999999999997","1","True"
"607","btc","5m","0.5888561833","2.057546","3.8450480000000002","1.7875020000000004","2","True"
"608","btc","5m","0.77","1.016089","1.2987","0.28261099999999995","1","True"
"609","eth","5m","0.58","1.03289","1.73","0.6971099999999999","1","True"
"610","eth","5m","0.83","1.01625","1.21","0.19374999999999987","1","True"
"611","eth","5m","0.76","1.02005","1.32","0.29995000000000016","1","True"
"612","btc","5m","0.78","1.015389","1.28205","0.2666609999999998","1","True"
"613","btc","5m","0.75","1.017489","1.333332","0.3158429999999999","1","True"
"614","eth","5m","0.82","1.013","1.22","0.20700000000000007","1","True"
"615","btc","5m","0.78","1.015389","1.28205","0.2666609999999998","1","True"
"616","eth","5m","0.82","1.013","1.22","0.20700000000000007","1","True"
"617","btc","5m","0.2","1.0","5.0","4.0","1","True"
"618","eth","5m","0.31","1.04966","3.23","2.18034","1","True"
"619","btc","5m","0.77","1.016089","1.2987","0.28261099999999995","1","True"
"620","eth","5m","0.69","1.02221","0.0","-1.02221","1","False"
"621","eth","5m","0.44","1.01966","0.0","-1.01966","1","False"
"622","btc","5m","0.5099998703999999","2.068578","4.479576","2.4109979999999998","2","True"
"623","btc","5m","0.719999856","1.019587","1.388885","0.3692979999999999","1","True"
"624","btc","5m","0.18","0.99","0.0","-0.99","1","False"
"625","btc","5m","0.7599999088","1.016788","1.315787","0.298999","1","True"
"626","eth","5m","0.81","1.01775","1.24","0.22225000000000006","1","True"
"627","btc","5m","0.4799998272","1.036389","0.0","-1.036389","1","False"
"628","eth","5m","0.6","1.03005","0.0","-1.03005","1","False"
"629","eth","5m","0.81","1.01775","1.24","0.22225000000000006","1","True"
"630","btc","5m","0.78","1.015389","1.28205","0.2666609999999998","1","True"
"631","eth","5m","0.69","1.02221","1.45","0.4277899999999999","1","True"
"632","btc","5m","0.32999993413333334","3.056358","0.0","-3.056358","3","False"
"633","btc","5m","0.3799999012","1.043389","0.0","-1.043389","1","False"
"634","eth","5m","0.71","1.02142","0.0","-1.02142","1","False"
"635","btc","5m","0.3699998631","1.044089","2.702701","1.6586119999999998","1","True"
"636","eth","5m","0.79","1.01804","1.27","0.25195999999999996","1","True"
"637","btc","5m","0.78","1.015389","1.28205","0.2666609999999998","1","True"
"638","btc","5m","0.77","1.016089","1.2987","0.28261099999999995","1","True"
"639","eth","5m","0.54","1.03674","1.86","0.8232600000000001","1","True"
"640","btc","5m","0.77","1.016089","1.2987","0.28261099999999995","1","True"
"641","eth","5m","0.82","1.013","1.22","0.20700000000000007","1","True"
"642","eth","5m","0.62","1.03111","1.62","0.5888900000000001","1","True"
"643","eth","5m","0.73","1.019","1.37","0.3510000000000002","1","True"
"644","eth","5m","0.52","1.03732","0.0","-1.03732","1","False"
"645","eth","5m","0.49","0.94393","0.0","-0.94393","1","False"
"646","eth","5m","0.73","0.99668","1.34","0.34332000000000007","1","True"
"647","btc","5m","0.7","1.020989","0.0","-1.020989","1","False"
"648","eth","5m","0.64","1.03012","1.57","0.5398800000000001","1","True"
"649","eth","5m","0.68","1.02894","1.48","0.45106","1","True"
"650","btc","5m","0.7899999921","1.014687","1.265819","0.25113200000000013","1","True"
"651","eth","5m","0.68","1.02894","1.48","0.45106","1","True"
"652","eth","5m","0.81","1.01775","1.24","0.22225000000000006","1","True"
"653","btc","5m","0.78","1.015389","1.28205","0.2666609999999998","1","True"
"654","eth","5m","0.8","1.014","1.25","0.236","1","True"
"655","eth","5m","0.82","1.013","1.22","0.20700000000000007","1","True"
"656","eth","5m","0.59","1.03178","1.7","0.66822","1","True"
"657","eth","5m","0.83","1.01625","1.21","0.19374999999999987","1","True"
"658","btc","5m","0.78","1.015389","1.28205","0.2666609999999998","1","True"
"659","btc","5m","0.77","1.016089","1.2987","0.28261099999999995","1","True"
"660","eth","5m","0.69","1.02221","0.0","-1.02221","1","False"
"661","btc","5m","0.9","3.010918","0.0","-3.010918","1","False"
"662","btc","5m","0.4899999426","3.003519","5.918366","2.914847","1","True"
"663","eth","5m","0.88","3.026","3.41","0.38400000000000034","1","True"
"664","btc","5m","0.8599999736","2.635565","3.034878","0.3993129999999998","1","True"
"665","btc","5m","0.9699999967","2.976208","3.061833","0.08562499999999984","1","True"
"666","btc","5m","0.8799999742","2.752924","0.0","-2.752924","1","False"
"667","btc","5m","0.68","2.913829","4.191175","1.2773460000000005","1","True"
"668","eth","5m","0.63","3.03122","0.0","-3.03122","1","False"
"669","btc","5m","0.7599999889","2.775859","3.592104","0.8162449999999999","1","True"
"670","eth","5m","0.5","3.105","6.0","2.895","1","True"
"671","btc","5m","0.9299999935","2.863958","0.0","-2.863958","1","False"
"672","eth","5m","0.83","3.04035","0.0","-3.04035","1","False"
"673","btc","5m","0.96","2.91814","0.0","-2.91814","1","False"
"674","eth","5m","0.84","3.04088","3.58","0.53912","1","True"
"675","btc","5m","0.9299999935","2.863958","3.064514","0.20055600000000018","1","True"
"676","btc","5m","0.75","3.0525","4.0","0.9474999999999998","1","True"
"677","eth","5m","0.53","3.10396","0.0","-3.10396","1","False"
"678","btc","5m","0.82","2.90616","3.5","0.5938400000000001","1","True"
"679","eth","5m","0.89","3.03136","3.38","0.34864000000000006","1","True"
"680","btc","5m","0.7899999415","1.643806","2.050628","0.406822","1","True"
"681","btc","5m","0.8499999756","1.758255","2.047053","0.2887980000000001","1","True"
"682","btc","5m","0.93","1.889205","2.0215","0.13229500000000005","1","True"
"683","btc","5m","0.8799999811","1.875617","2.113633","0.238016","1","True"
"684","btc","5m","0.67","1.411869","2.0597","0.6478309999999998","1","True"
"685","btc","5m","0.9","1.832728","2.02222","0.189492","1","True"
"686","btc","5m","0.8099999122","1.682066","2.049378","0.36731199999999986","1","True"
"687","btc","5m","0.8099999555","1.661808","2.024689","0.362881","1","True"
"688","btc","5m","0.9699999951","1.984146","2.041233","0.05708700000000011","1","True"
"689","btc","5m","0.9","1.852866","2.04444","0.1915739999999999","1","True"
"690","btc","5m","0.7299999078","2.017417","2.712325","0.6949079999999999","1","True"
"691","btc","5m","0.9699999951","1.984146","2.041233","0.05708700000000011","1","True"
"692","btc","5m","0.96","1.965464","2.04165","0.07618600000000009","1","True"
"693","btc","5m","0.75","1.566939","2.053332","0.4863930000000001","1","True"
"694","btc","5m","0.96","1.965464","2.04165","0.07618600000000009","1","True"
"695","btc","5m","0.8899999804","1.834003","2.044936","0.21093299999999982","1","True"
"696","btc","5m","0.9699999951","1.984146","2.041233","0.05708700000000011","1","True"
"697","eth","5m","0.79","2.03609","2.54","0.5039099999999999","1","True"
"698","eth","5m","0.73","2.038","2.74","0.7020000000000004","1","True"
"699","btc","5m","0.7299999087","2.037789","2.739725","0.7019359999999999","1","True"
"700","eth","5m","0.72","2.04083","2.78","0.7391699999999997","1","True"
"701","eth","5m","0.85","2.02706","2.36","0.3329399999999998","1","True"
"702","btc","5m","0.5799998945","2.038209","0.0","-2.038209","1","False"
"703","btc","5m","0.9099999755","1.871709","0.0","-1.871709","1","False"
"704","btc","5m","0.9299998189","1.909308","2.043009","0.13370100000000007","1","True"
"705","eth","5m","0.55","2.03102","3.58","1.5489800000000002","1","True"
"706","btc","5m","0.8199999393","1.913809","2.304877","0.39106799999999975","1","True"
"707","eth","5m","0.6","2.06011","3.34","1.27989","1","True"
"708","btc","5m","0.96","1.965464","2.04165","0.07618600000000009","1","True"
"709","btc","5m","0.95","1.966833","2.06314","0.09630700000000014","1","True"
"710","eth","5m","0.66","2.02036","2.99","0.9696400000000001","1","True"
"711","eth","5m","0.86","2.02343","2.33","0.30657000000000023","1","True"
"712","btc","5m","0.95","1.946775","2.0421","0.0953250000000001","1","True"
"713","btc","5m","0.9699999951","1.984146","2.041233","0.05708700000000011","1","True"
"714","btc","5m","0.8699999413","1.796189","2.045976","0.24978699999999998","1","True"
"715","eth","5m","0.6","2.06011","3.34","1.27989","1","True"
"716","btc","5m","0.96","1.965464","2.04165","0.07618600000000009","1","True"
"717","btc","5m","0.9199999806","1.910625","2.065212","0.1545869999999998","1","True"
"718","eth","5m","0.79","1.97998","2.47","0.4900200000000001","1","True"
"719","btc","5m","0.7399999611","1.934568","2.567565","0.632997","1","True"
"720","btc","5m","0.96","1.965464","2.04165","0.07618600000000009","1","True"
"721","btc","5m","0.6099998774","1.941588","0.0","-1.941588","1","False"
"722","btc","5m","0.9099999952","1.911959","2.087911","0.1759520000000001","1","True"
"723","btc","5m","0.8","1.66296","0.0","-1.66296","1","False"
"724","eth","5m","0.55","1.95727","0.0","-1.95727","1","False"
"725","btc","5m","0.95","1.946775","2.0421","0.0953250000000001","1","True"
"726","btc","5m","0.71","4.97","0.0","-4.97","2","False"
"727","btc","5m","0.85","0.3545400000000001","0.7999999999999998","0.44545999999999975","2","True"
"728","btc","5m","0.71","4.97","0.0","-4.97","2","False"
"729","btc","5m","0.9","0.06674000000000024","0.4400000000000004","0.37326000000000015","2","True"
"730","btc","5m","0.96","1.965464","2.04165","0.07618600000000009","1","True"
"731","eth","5m","0.81","2.00268","2.44","0.43732000000000015","1","True"
"732","eth","5m","0.81","2.0273","2.47","0.4427000000000003","1","True"
"733","eth","5m","0.81","2.0273","2.47","0.4427000000000003","1","True"
"734","btc","5m","0.7899999289","2.029387","2.531642","0.5022550000000003","1","True"
"735","eth","5m","0.83","2.0241","0.0","-2.0241","1","False"
"736","btc","5m","0.5599999114","1.824509","0.0","-1.824509","1","False"
"737","eth","5m","0.84","2.03008","2.39","0.35992000000000024","1","True"
"738","btc","5m","0.98","1.982762","2.0204","0.03763800000000006","1","True"
"739","btc","5m","0.96","1.98554","2.0625","0.07695999999999992","1","True"
"740","eth","5m","0.89","2.01791","2.25","0.2320899999999999","1","True"
"741","btc","5m","0.7","2.021569","2.82857","0.8070010000000001","1","True"
"742","btc","5m","0.9699999951","1.984146","2.041233","0.05708700000000011","1","True"
"743","btc","5m","0.9699999951","1.984146","2.041233","0.05708700000000011","1","True"
"744","eth","5m","0.66","2.05415","0.0","-2.05415","1","False"
"745","btc","5m","0.89","1.22868","1.37","0.1413200000000001","1","True"
"746","eth","5m","0.87","2.01042","2.29","0.27958000000000016","1","True"
"747","btc","5m","0.5899999097","1.882518","3.101692","1.219174","1","True"
"748","eth","5m","0.89","2.01791","2.25","0.2320899999999999","1","True"
"749","eth","5m","0.89","2.01791","0.0","-2.01791","1","False"
"750","btc","5m","0.95","1.946775","2.0421","0.0953250000000001","1","True"
"751","btc","5m","0.95","1.946775","2.0421","0.0953250000000001","1","True"
"752","btc","5m","0.9199999806","1.910625","2.065212","0.1545869999999998","1","True"
"753","eth","5m","0.89","2.01791","2.25","0.2320899999999999","1","True"
"754","btc","5m","0.93","1.90929","2.043","0.13371000000000022","1","True"
"755","eth","5m","0.68","2.01617","2.9","0.8838300000000001","1","True"
"756","btc","5m","0.98","1.96274","2.0","0.03726000000000007","1","True"
"757","btc","5m","0.96","1.965464","2.04165","0.07618600000000009","1","True"
"758","eth","5m","0.86","2.02343","2.33","0.30657000000000023","1","True"
"759","eth","5m","0.85","1.93258","2.25","0.31742000000000004","1","True"
"760","eth","5m","0.79","2.03609","2.54","0.5039099999999999","1","True"
"761","btc","5m","0.16","0.84704","0.0","-0.84704","1","False"
"762","eth","5m","0.61","2.05542","3.28","1.22458","1","True"
"763","eth","5m","0.55","1.01551","0.0","-1.01551","1","False"
"764","eth","5m","0.54","2.0679","0.0","-2.0679","1","False"
"765","btc","5m","0.9699995493","1.984148","2.041236","0.05708800000000003","1","True"
"766","eth","5m","0.89","2.01791","2.25","0.2320899999999999","1","True"
"767","btc","5m","0.68","2.003898","0.0","-2.003898","1","False"
"768","btc","5m","0.8299999423","1.892249","2.253011","0.3607619999999998","1","True"
"769","btc","5m","0.86","1.757045","2.02325","0.266205","1","True"
"770","btc","5m","0.96","1.965464","2.04165","0.07618600000000009","1","True"
"771","btc","5m","0.4399999615","1.901729","0.0","-1.901729","1","False"
"772","btc","5m","0.8199999393","1.913809","2.304877","0.39106799999999975","1","True"
"773","eth","5m","0.85","2.02706","2.36","0.3329399999999998","1","True"
"774","btc","5m","0.9299999812","1.989696","2.129028","0.139332","1","True"
"775","eth","5m","0.44","1.98445","4.34","2.35555","1","True"
"776","btc","5m","0.5599998896","1.463729","0.0","-1.463729","1","False"
"777","btc","5m","0.76","1.93192","2.5","0.5680799999999999","1","True"
"778","btc","5m","0.9299996438","1.889208","2.021504","0.1322960000000002","1","True"
