"sequence","asset","duration","avg_entry","cost","payout","pnl","trade_count","won"
"779","btc","5m","0.95","1.98691","2.0842","0.0972900000000001","1","True"
"780","btc","5m","0.7","2.021569","2.82857","0.8070010000000001","1","True"
"781","eth","5m","0.83","2.0073","2.39","0.38270000000000026","1","True"
"782","btc","5m","0.8299996443","1.912488","2.277107","0.364619","1","True"
"783","btc","5m","0.48","1.58569","0.0","-1.58569","1","False"
"784","btc","5m","0.8199999752","2.004939","2.414633","0.409694","1","True"
"785","btc","5m","0.7599999532","1.982748","2.565787","0.5830389999999999","1","True"
"786","btc","5m","0.88","1.99663","2.25","0.2533700000000001","1","True"
"787","btc","5m","0.21166667211666668","3.96373","2.041233","-1.922497","6","True"
"788","btc","5m","0.92","1.890517","2.043475","0.15295799999999993","1","True"
"789","eth","5m","0.58","2.05982","3.45","1.39018","1","True"
"790","btc","5m","0.97","1.94407","2.0","0.055930000000000035","1","True"
"791","btc","5m","0.9099999755","1.871709","2.043955","0.1722459999999999","1","True"
"792","eth","5m","0.42","2.08036","4.76","2.6796399999999996","1","True"
"793","btc","5m","0.98","1.982762","2.0204","0.03763800000000006","1","True"
"794","btc","5m","0.93","1.90929","2.043","0.13371000000000022","1","True"
"795","eth","5m","0.63","1.87431","2.9","1.02569","1","True"
"796","btc","5m","0.8141913729","1.661328","2.014266","0.3529380000000002","1","True"
"797","btc","5m","0.88","1.99663","2.25","0.2533700000000001","1","True"
"798","eth","5m","0.89","2.01791","2.25","0.2320899999999999","1","True"
"799","btc","5m","0.88","1.794948","2.022725","0.2277769999999999","1","True"
"800","btc","5m","0.8399999641","1.890937","2.226187","0.3352499999999998","1","True"
"801","eth","5m","0.71","2.01386","0.0","-2.01386","1","False"
"802","eth","5m","0.73","1.62891","2.19","0.5610899999999999","1","True"
"803","eth","5m","0.69","2.01622","2.86","0.8437799999999998","1","True"
"804","btc","5m","0.95","1.98691","2.0842","0.0972900000000001","1","True"
"805","btc","5m","0.96","1.965464","2.04165","0.07618600000000009","1","True"
"806","btc","5m","0.9699999951","1.984146","2.041233","0.05708700000000011","1","True"
"807","btc","5m","0.9699999951","1.984146","2.041233","0.05708700000000011","1","True"
"808","eth","5m","0.83","2.0241","2.41","0.38590000000000035","1","True"
"809","btc","5m","0.9","0.71597","0.79","0.07403000000000004","1","True"
"810","eth","5m","0.87","1.97531","2.25","0.2746900000000001","1","True"
"811","btc","5m","0.9399999806","1.948127","2.063816","0.11568900000000015","1","True"
"812","eth","5m","0.89","2.01791","0.0","-2.01791","1","False"
"813","btc","5m","0.9","1.852866","2.04444","0.1915739999999999","1","True"
"814","btc","5m","0.9299999812","1.989696","2.129028","0.139332","1","True"
"815","eth","5m","0.85","2.02706","2.36","0.3329399999999998","1","True"
"816","eth","5m","0.87","2.01042","2.29","0.27958000000000016","1","True"
"817","btc","5m","0.68","2.003898","2.88235","0.8784520000000002","1","True"
"818","btc","5m","0.7799999485","3.888308","5.203387","1.3150790000000003","2","True"
"819","eth","5m","0.77","2.03423","2.6","0.5657700000000001","1","True"
"820","eth","5m","0.68","2.05093","2.95","0.89907","1","True"
"821","btc","5m","0.8899999804","1.834003","2.044936","0.21093299999999982","1","True"
"822","eth","5m","0.58","2.05982","3.45","1.39018","1","True"
"823","eth","5m","0.74","2.04189","2.71","0.66811","1","True"
"824","eth","5m","0.44","2.08047","0.0","-2.08047","1","False"
"825","btc","5m","0.95","1.946775","2.0421","0.0953250000000001","1","True"
"826","btc","5m","0.96","1.965464","2.04165","0.07618600000000009","1","True"
"827","eth","5m","0.81","2.00268","2.44","0.43732000000000015","1","True"
"828","eth","5m","0.63","2.05528","3.18","1.12472","1","True"
"829","btc","5m","0.95","1.946775","2.0421","0.0953250000000001","1","True"
"830","btc","5m","0.9699999951","1.984146","0.0","-1.984146","1","False"
"831","eth","5m","0.74","2.04189","0.0","-2.04189","1","False"
"832","eth","5m","0.88","2.01437","2.27","0.25563","1","True"
"833","btc","5m","0.96","1.965464","2.04165","0.07618600000000009","1","True"
"834","eth","5m","0.54","2.0679","0.0","-2.0679","1","False"
"835","btc","5m","0.8","1.91646","2.3625","0.44603999999999977","1","True"
"836","btc","5m","0.67","1.411869","0.0","-1.411869","1","False"
"837","btc","5m","0.9699997575","1.964108","2.020617","0.05650900000000014","1","True"
"838","eth","5m","0.8","2.028","2.5","0.472","1","True"
"839","eth","5m","0.86","1.97133","2.27","0.29867","1","True"
"840","btc","5m","0.9699999951","1.984146","2.041233","0.05708700000000011","1","True"
"841","btc","5m","0.9699995493","1.984148","2.041236","0.05708800000000003","1","True"
"842","btc","5m","0.8799999813","1.895785","2.136358","0.24057299999999993","1","True"
"843","btc","5m","0.316","3.84516","2.2","-1.6451599999999997","5","True"
"844","eth","5m","0.62","1.65487","0.0","-1.65487","1","False"
"845","btc","5m","0.8499999756","1.758255","0.0","-1.758255","1","False"
"846","eth","5m","0.58","2.05982","3.45","1.39018","1","True"
"847","btc","5m","0.96","1.98554","2.0625","0.07695999999999992","1","True"
"848","btc","5m","0.7699999074","1.605429","2.051947","0.4465180000000002","1","True"
"849","eth","5m","0.61","1.76716","2.82","1.0528399999999998","1","True"
"850","btc","5m","0.9699999951","1.984146","2.041233","0.05708700000000011","1","True"
"851","btc","5m","0.9699999951","1.984146","2.041233","0.05708700000000011","1","True"
"852","btc","5m","0.8699999692","1.998009","2.275861","0.277852","1","True"
"853","btc","5m","0.95","1.946775","0.0","-1.946775","1","False"
"854","btc","5m","0.96","1.98554","2.0625","0.07695999999999992","1","True"
"855","btc","5m","0.98","1.982762","2.0204","0.03763800000000006","1","True"
"856","eth","5m","0.83","1.92331","2.29","0.36668999999999996","1","True"
"857","btc","5m","0.96","1.965464","2.04165","0.07618600000000009","1","True"
"858","btc","5m","0.93","1.90929","2.043","0.13371000000000022","1","True"
"859","eth","5m","0.81","2.0273","0.0","-2.0273","1","False"
"860","btc","5m","0.95","1.966833","0.0","-1.966833","1","False"
"861","btc","5m","0.74","1.88367","2.5","0.61633","1","True"
"862","eth","5m","0.88","2.01437","2.27","0.25563","1","True"
"863","btc","5m","0.96","1.945422","2.020825","0.07540299999999989","1","True"
"864","btc","5m","0.64","2.02989","3.09375","1.06386","1","True"
"865","eth","5m","0.86","2.02343","2.33","0.30657000000000023","1","True"
"866","eth","5m","0.82","2.0011","0.0","-2.0011","1","False"
"867","btc","5m","0.21000000000000002","2.11197","0.0","-2.11197","2","False"
"868","eth","5m","0.89","2.01791","2.25","0.2320899999999999","1","True"
"869","eth","5m","0.89","2.01791","2.25","0.2320899999999999","1","True"
"870","eth","5m","0.89","2.01791","2.25","0.2320899999999999","1","True"
"871","btc","5m","0.8899999569","1.874314","2.089881","0.21556700000000006","1","True"
"872","btc","5m","0.95","1.90665","2.0","0.09335000000000004","1","True"
"873","eth","5m","0.73","2.038","2.74","0.7020000000000004","1","True"
"874","btc","5m","0.9699999951","1.984146","2.041233","0.05708700000000011","1","True"
"875","eth","5m","0.5","2.07","4.0","1.9300000000000002","1","True"
"876","btc","5m","0.9199999806","1.910625","2.065212","0.1545869999999998","1","True"
"877","eth","5m","0.7","2.04404","2.86","0.81596","1","True"
"878","eth","5m","0.86","2.02343","2.33","0.30657000000000023","1","True"
"879","btc","5m","0.50499987575","2.9891880000000004","0.0","-2.9891880000000004","2","False"
"880","btc","5m","0.9299998189","1.909308","2.043009","0.13370100000000007","1","True"
"881","btc","5m","0.95","1.90665","2.0","0.09335000000000004","1","True"
"882","eth","5m","0.67","2.04957","2.99","0.9404300000000001","1","True"
"883","eth","5m","0.84","2.03008","2.39","0.35992000000000024","1","True"
"884","btc","5m","0.8199999752","2.004939","0.0","-2.004939","1","False"
"885","eth","5m","0.31","2.0026","0.0","-2.0026","3","False"
"886","btc","5m","0.8499996497","1.839108","2.141175","0.3020670000000001","1","True"
"887","btc","5m","0.8899999804","1.834003","2.044936","0.21093299999999982","1","True"
"888","btc","5m","0.93","1.90929","2.043","0.13371000000000022","1","True"
"889","btc","5m","0.9499996082","1.946788","2.042104","0.09531600000000018","1","True"
"890","btc","5m","0.8699999692","1.998009","2.275861","0.277852","1","True"
"891","btc","5m","0.8199999393","1.913809","2.304877","0.39106799999999975","1","True"
"892","btc","5m","0.9699999951","1.984146","2.041233","0.05708700000000011","1","True"
"893","btc","5m","0.7399999039","1.568019","0.0","-1.568019","1","False"
"894","eth","5m","0.89","2.01791","2.25","0.2320899999999999","1","True"
"895","eth","5m","0.88","2.01437","2.27","0.25563","1","True"
"896","eth","5m","0.74","2.01175","2.67","0.6582499999999998","1","True"
"897","btc","5m","0.7899999289","2.029387","2.531642","0.5022550000000003","1","True"
"898","btc","5m","0.8299999341","1.912487","0.0","-1.912487","1","False"
"899","btc","5m","0.7599999259","1.667547","0.0","-1.667547","1","False"
"900","btc","5m","0.7899999415","1.643806","2.050628","0.406822","1","True"
"901","btc","5m","0.96","1.945422","2.020825","0.07540299999999989","1","True"
"902","eth","5m","0.62","2.05586","3.23","1.17414","1","True"
"903","eth","5m","0.86","2.02343","2.33","0.30657000000000023","1","True"
"904","btc","5m","0.7599999038","1.606538","2.078945","0.472407","1","True"
"905","btc","5m","0.8299999423","1.892249","2.253011","0.3607619999999998","1","True"
"906","btc","5m","0.6799999425","1.451799","0.0","-1.451799","1","False"
"907","btc","5m","0.9699999951","1.984146","2.041233","0.05708700000000011","1","True"
"908","btc","5m","0.97","1.964092","0.0","-1.964092","1","False"
"909","btc","5m","0.99","1.98138","2.0","0.01862000000000008","1","True"
"910","btc","5m","0.99","1.98138","2.0","0.01862000000000008","1","True"
"911","btc","5m","0.7899999331","1.917779","0.0","-1.917779","1","False"
"912","eth","5m","0.63","2.05528","3.18","1.12472","1","True"
"913","btc","5m","0.7899999921","1.014687","1.265819","0.25113200000000013","1","True"
"914","eth","5m","0.57","5.06716","8.63","3.5628400000000005","1","True"
"915","eth","5m","0.41","4.44864","0.0","-4.44864","1","False"
"916","btc","5m","0.75","1.017489","1.333332","0.3158429999999999","1","True"
"917","eth","5m","0.57","5.06716","0.0","-5.06716","1","False"
"918","eth","5m","0.73","5.0005","0.0","-5.0005","1","False"
"919","eth","5m","0.83","4.7789","5.69","0.9111000000000002","1","True"
"920","eth","5m","0.85","5.05906","5.89","0.83094","1","True"
"921","btc","5m","0.78","1.015389","1.28205","0.2666609999999998","1","True"
"922","eth","5m","0.81","4.83435","5.89","1.05565","1","True"
"923","btc","5m","0.78","1.0153889999999999","1.28205","0.26666100000000004","1","True"
"924","eth","5m","0.74","4.95781","6.58","1.6221899999999998","1","True"
"925","eth","5m","0.51","4.88458","0.0","-4.88458","1","False"
"926","eth","5m","0.85","5.05906","5.89","0.83094","1","True"
"927","btc","5m","0.25","1.0525","0.0","-1.0525","1","False"
"928","eth","5m","0.68","5.0048","0.0","-5.0048","1","False"
"929","eth","5m","0.88","5.04926","5.69","0.6407400000000001","1","True"
"930","eth","5m","0.83","5.06445","6.03","0.9655500000000004","1","True"
"931","btc","5m","0.2","2.0","10.0","8.0","2","True"
"932","eth","5m","0.77","5.08558","6.5","1.4144199999999998","1","True"
"933","eth","5m","0.72","5.102069999999999","6.95","1.8479300000000007","1","True"
"934","eth","5m","0.74","5.093439999999999","6.76","1.6665600000000005","1","True"
"935","eth","5m","0.65","5.12762","7.7","2.57238","1","True"
"936","eth","5m","0.71","4.89703","6.76","1.8629699999999998","1","True"
"937","eth","5m","0.81","5.072369999999999","6.18","1.1076300000000003","1","True"
"938","btc","5m","0.14","0.98","0.0","-0.98","1","False"
"939","eth","5m","0.76","4.8916200000000005","6.33","1.4383799999999995","1","True"
"940","eth","5m","0.7424012158054711","4.9730799999999995","6.58","1.6069200000000006","1","True"
"941","eth","5m","0.68","5.1169","7.36","2.2431","1","True"
"942","eth","5m","0.52","5.165100000000001","9.61","4.444899999999999","1","True"
"943","eth","5m","0.83","5.0049","6.03","1.0251000000000001","2","True"
"944","btc","5m","0.78","1.0153889999999999","0.0","-1.0153889999999999","1","False"
"945","eth","5m","0.7","5.1101","7.15","2.0399000000000003","1","True"
"946","eth","5m","0.85","5.05906","0.0","-5.05906","1","False"
"947","btc","5m","0.1","1.0","10.0","9.0","1","True"
"948","eth","5m","0.84","4.94355","0.0","-4.94355","1","False"
"949","btc","5m","0.4","1.042","0.0","-1.042","1","False"
"950","btc","5m","0.4749998524998995","2.0734779999999997","0.0","-2.0734779999999997","2","False"
"951","btc","5m","0.19","0.95","0.0","-0.95","1","False"
"952","btc","5m","0.47499979464988684","2.073478","0.0","-2.073478","2","False"
"953","btc","5m","0.3549998416999264","2.0902779999999996","5.661879","3.5716010000000002","2","True"
"954","eth","5m","0.87","5.04802","5.75","0.7019799999999998","1","True"
"955","eth","5m","0.53","5.0032","9.44","4.4368","2","True"
"956","eth","5m","0.75","5.09004","0.0","-5.09004","1","False"
"957","eth","5m","0.6","5.1441099999999995","8.34","3.1958900000000003","1","True"
"958","eth","5m","0.71","5.10711","0.0","-5.10711","1","False"
"959","btc","5m","0.7299998101998596","1.018889","1.369862","0.350973","1","True"
"960","eth","5m","0.84","5.06247","5.96","0.8975299999999997","1","True"
"961","eth","5m","0.73","5.0005","0.0","-5.0005","1","False"
"962","eth","5m","0.88","5.04926","5.69","0.6407400000000001","1","True"
"963","eth","5m","0.86","5.054250000000001","5.82","0.7657499999999997","1","True"
"964","eth","5m","0.82","5.06502","0.0","-5.06502","1","False"
"965","eth","5m","0.54","5.0004","0.0","-5.0004","1","False"
"966","btc","5m","0.78","1.0153889999999999","1.28205","0.26666100000000004","1","True"
"967","btc","5m","0.77","1.016089","1.2987","0.28261099999999995","1","True"
"968","btc","5m","0.7599999087998286","1.016788","1.315787","0.298999","1","True"
"969","eth","5m","0.79","5.0007","6.33","1.3293","1","True"
"970","eth","5m","0.86","4.94135","5.69","0.7486500000000005","1","True"
"971","eth","5m","0.6","5.004","0.0","-5.004","1","False"
"972","eth","5m","0.53","4.98167","0.0","-4.98167","1","False"
"973","btc","5m","0.78","1.0153889999999999","1.28205","0.26666100000000004","1","True"
"974","eth","5m","0.53","5.1678","0.0","-5.1678","1","False"
"975","eth","5m","0.55","3.92021","0.0","-3.92021","1","False"
"976","btc","5m","0.5","1.035","2.0","0.9650000000000001","1","True"
"977","btc","5m","0.47999982719988943","2.072778","0.0","-2.072778","2","False"
"978","btc","5m","0.7899999920999764","1.0146870000000001","1.265819","0.2511319999999999","1","True"
"979","btc","5m","0.39999986239991225","2.083978","0.0","-2.083978","2","False"
"980","btc","5m","0.75","1.0174889999999999","1.333332","0.3158430000000001","1","True"
"981","btc","5m","0.4699998777999096","1.037089","2.127658","1.090569","1","True"
"982","btc","5m","0.4099998236998995","1.041289","0.0","-1.041289","1","False"
"983","btc","5m","0.13","0.91","0.0","-0.91","1","False"
"984","btc","5m","0.27","0.9932799999999999","0.0","-0.9932799999999999","1","False"
"985","btc","5m","0.78","1.0153889999999999","1.28205","0.26666100000000004","1","True"
"986","btc","5m","0.47999982719988943","1.036389","0.0","-1.036389","1","False"
"987","btc","5m","0.33999991424994425","1.985689","7.040815","5.0551260000000005","2","True"
"988","btc","5m","0.78","1.0153889999999999","0.0","-1.0153889999999999","1","False"
"989","btc","5m","0.7899999920999764","1.0146870000000001","1.265819","0.2511319999999999","1","True"
"990","btc","5m","0.47999982719988943","1.036389","0.0","-1.036389","1","False"
"991","btc","5m","0.78","1.0153889999999999","1.28205","0.26666100000000004","1","True"
"992","btc","5m","0.36999986309991373","1.044089","2.702701","1.6586119999999998","1","True"
"993","btc","5m","0.2","1.0","0.0","-1.0","2","False"
"994","btc","5m","0.4599997607998852","1.037789","2.173912","1.136123","1","True"
"995","btc","5m","0.384999874549917","2.0860779999999997","0.0","-2.0860779999999997","2","False"
"996","eth","5m","0.64","1.03012","0.0","-1.03012","1","False"
"997","eth","5m","0.83","1.0162499999999999","1.21","0.1937500000000001","1","True"
"998","eth","5m","0.82","1.013","0.0","-1.013","1","False"
"999","btc","5m","0.18","0.99","0.0","-0.99","1","False"
"1000","eth","5m","0.77","1.01711","1.3","0.2828900000000001","1","True"
"1001","eth","5m","0.66","1.0270700000000001","0.0","-1.0270700000000001","1","False"
"1002","btc","5m","0.1","1.0","0.0","-1.0","2","False"
"1003","eth","5m","0.67","1.0145","0.0","-1.0145","1","False"
"1004","eth","5m","0.64","0.98419","1.5","0.51581","1","True"
"1005","eth","5m","0.66","1.0270700000000001","1.52","0.49292999999999987","1","True"
"1006","eth","5m","0.76","0.94277","1.22","0.27723","1","True"
"1007","btc","5m","0.8","1.014","1.25","0.236","1","True"
"1008","eth","5m","0.84","0.9938","1.17","0.1761999999999999","1","True"
"1009","btc","5m","0.27","0.9932799999999999","0.0","-0.9932799999999999","1","False"
"1010","eth","5m","0.56","0.91782","0.0","-0.91782","1","False"
"1011","btc","5m","0.78","1.0153889999999999","1.28205","0.26666100000000004","1","True"
"1012","eth","5m","0.79","1.01804","0.0","-1.01804","1","False"
"1013","btc","5m","0.78","1.0153889999999999","1.28205","0.26666100000000004","1","True"
"1014","eth","5m","0.72","1.0204099999999998","1.39","0.3695900000000001","1","True"
"1015","eth","5m","0.43","1.04187","2.33","1.28813","1","True"
"1016","eth","5m","0.5","1.035","2.0","0.9650000000000001","1","True"
"1017","eth","5m","0.54","1.03674","1.86","0.8232600000000001","1","True"
"1018","eth","5m","0.57","1.03339","0.0","-1.03339","1","False"
"1019","eth","5m","0.76","1.0200500000000001","1.32","0.29994999999999994","1","True"
"1020","eth","5m","0.76","1.0200500000000001","0.0","-1.0200500000000001","1","False"
"1021","eth","5m","0.85","1.0135299999999998","0.0","-1.0135299999999998","1","False"
"1022","btc","5m","0.78","1.0153889999999999","1.28205","0.26666100000000004","1","True"
"1023","btc","5m","0.63","1.29263","2.0","0.70737","1","True"
"1024","eth","5m","0.61","1.02771","1.64","0.61229","1","True"
"1025","eth","5m","0.7","1.02202","1.43","0.40798","1","True"
"1026","btc","5m","0.17193308550185873","1.56578","0.0","-1.56578","1","False"
"1027","eth","5m","0.82","1.013","1.22","0.20700000000000007","1","True"
"1028","eth","5m","0.84","1.01928","1.2","0.18072","1","True"
"1029","eth","5m","0.52","1.03732","1.93","0.8926799999999999","1","True"
"1030","eth","5m","0.76","0.99687","1.29","0.29313","1","True"
"1031","eth","5m","0.63","1.02764","1.59","0.56236","1","True"
"1032","btc","5m","0.3399998210525688","1.192659","3.35294","2.160281","1","True"
"1033","eth","5m","0.86","1.01606","1.17","0.15393999999999997","1","True"
"1034","btc","5m","0.6340926754944571","1.435848","2.207876","0.7720280000000002","1","True"
"1035","eth","5m","0.79","0.9459000000000001","0.0","-0.9459000000000001","1","False"
"1036","eth","5m","0.75","1.0225799999999998","1.34","0.31742000000000026","1","True"
"1037","btc","5m","0.46","1.4321599999999999","0.0","-1.4321599999999999","1","False"
"1038","eth","5m","0.79","1.01804","1.27","0.25195999999999996","1","True"
"1039","btc","5m","0.55","1.1346500000000002","2.0","0.8653499999999998","1","True"
"1040","eth","5m","0.82","1.013","0.0","-1.013","1","False"
"1041","eth","5m","0.73","1.019","0.0","-1.019","1","False"
"1042","btc","5m","0.4599997607998852","1.037789","2.173912","1.136123","1","True"
"1043","btc","5m","0.2","1.0","0.0","-1.0","1","False"
"1044","eth","5m","0.82","1.013","1.22","0.20700000000000007","1","True"
"1045","btc","5m","0.35999987039991704","1.044789","0.0","-1.044789","1","False"
"1046","btc","5m","0.11","0.73033","0.0","-0.73033","1","False"
"1047","btc","5m","0.3799999011999269","1.043389","0.0","-1.043389","1","False"
"1048","eth","5m","0.64","0.99731","1.52","0.52269","1","True"
"1049","btc","5m","0.7599999087998286","1.016788","1.315787","0.298999","1","True"
"1050","btc","5m","0.63","1.025889","1.5873","0.5614109999999999","1","True"
"1051","btc","5m","0.47999982719988943","1.036389","0.0","-1.036389","1","False"
"1052","eth","5m","0.73","1.019","1.37","0.3510000000000002","1","True"
"1053","eth","5m","0.55","0.99849","1.76","0.76151","1","True"
"1054","btc","5m","0.2","1.0","5.0","4.0","2","True"
"1055","btc","5m","0.22","0.92804","0.0","-0.92804","1","False"
"1056","eth","5m","0.75","1.0225799999999998","1.34","0.31742000000000026","1","True"
"1057","btc","5m","0.5","1.035","2.0","0.9650000000000001","1","True"
"1058","btc","5m","0.4","2.50074","0.0","-2.50074","2","False"
"1059","eth","5m","0.755","2.55233","3.36","0.8076699999999999","2","True"
"1060","btc","5m","0.5","1.035","2.0","0.9650000000000001","1","True"
"1061","eth","5m","0.46","1.0407","0.0","-1.0407","1","False"
"1062","btc","5m","0.44","1.37174","3.0","1.62826","1","True"
"1063","eth","5m","0.8","1.014","1.25","0.236","1","True"
"1064","btc","5m","0.5","1.035","0.0","-1.035","1","False"
"1065","eth","5m","0.65","1.02552","1.54","0.51448","1","True"
"1066","btc","5m","0.34666660949996286","3.255639","0.0","-3.255639","3","False"
"1067","btc","5m","0.3799999011999269","1.043389","2.631577","1.5881880000000002","1","True"
"1068","eth","5m","0.79","1.01804","1.27","0.25195999999999996","1","True"
"1069","btc","5m","0.64","1.33276","0.0","-1.33276","1","False"
"1070","btc","5m","0.6099999718461335","1.3354789999999999","0.0","-1.3354789999999999","1","False"
"1071","btc","5m","0.42","1.31115","3.0","1.68885","1","True"
"1072","btc","5m","0.5799999762294994","2.511729","0.0","-2.511729","1","False"
"1073","btc","5m","0.6366666666666667","7.87518","12.0625","4.18732","3","True"
"1074","btc","5m","0.4699998821070786","3.5800080000000003","0.0","-3.5800080000000003","2","False"
"1075","btc","5m","0.6199999769230699","5.297299","0.0","-5.297299","2","False"
"1076","btc","5m","0.6406368425461875","2.665399","0.0","-2.665399","1","False"
"1077","btc","5m","0.53","2.18974","4.0","1.81026","1","True"
"1078","btc","5m","0.64","2.66552","0.0","-2.66552","1","False"
"1079","btc","5m","0.62","2.54596","0.0","-2.54596","1","False"
"1080","btc","5m","0.63","2.58526","0.0","-2.58526","1","False"
"1081","btc","5m","0.5666666182291401","3.543139","0.0","-3.543139","3","False"
"1082","btc","5m","0.6299998277342875","1.3131490000000001","2.031745","0.7185959999999998","1","True"
"1083","btc","5m","0.41999988930226895","1.342369","3.071427","1.729058","1","True"
"1084","btc","5m","0.4299999330660166","2.204579","0.0","-2.204579","1","False"
"1085","btc","5m","0.6","2.4672","4.0","1.5328","1","True"
"1086","btc","5m","0.53","2.18974","4.0","1.81026","1","True"
"1087","btc","5m","0.62","3.1824600000000003","5.0","1.8175399999999997","1","True"
"1088","btc","5m","0.609999920230749","2.670969","4.262294","1.5913249999999999","1","True"
"1089","btc","5m","0.65","2.6637","0.0","-2.6637","1","False"
"1090","btc","5m","0.6366666432435834","7.916289000000001","12.126983","4.210693999999998","3","True"
"1091","btc","5m","0.5633333062630138","8.278528999999999","0.0","-8.278528999999999","3","False"
"1092","btc","5m","0.54","2.78694","5.0","2.21306","1","True"
"1093","btc","5m","0.64","2.62451","4.0","1.37549","1","True"
"1094","btc","5m","0.65","2.6637","0.0","-2.6637","1","False"
"1095","btc","5m","0.65","2.6637","0.0","-2.6637","1","False"
"1096","btc","5m","0.6166666321153745","8.420478","0.0","-8.420478","3","False"
"1097","btc","5m","0.64","2.62451","4.0","1.37549","1","True"
"1098","btc","5m","0.64","2.62451","4.0","1.37549","1","True"
"1099","btc","5m","0.5799999815872948","2.594079","4.344826","1.7507470000000005","1","True"
"1100","btc","5m","0.5699999841666609","2.595849","4.421051","1.8252020000000004","1","True"
"1101","btc","5m","0.64","2.66552","4.0625","1.39698","1","True"
"1102","btc","5m","0.65","2.21087","3.32","1.10913","1","True"
"1103","btc","5m","0.57999993708471","3.036718","5.086204","2.0494860000000004","1","True"
"1104","btc","5m","0.6466666666666666","7.007350000000001","0.0","-7.007350000000001","3","False"
"1105","btc","5m","0.45","2.8039500000000004","6.0","3.1960499999999996","1","True"
"1106","btc","5m","0.64","2.66552","4.0625","1.39698","1","True"
"1107","btc","5m","0.65","2.6637","4.0","1.3363","1","True"
"1108","btc","5m","0.65","2.6637","0.0","-2.6637","1","False"
"1109","btc","5m","0.65","2.6637","0.0","-2.6637","1","False"
"1110","btc","5m","0.5499998395832464","1.237789","2.181817","0.9440280000000001","1","True"
"1111","btc","5m","0.5799999419999574","1.235269","2.068964","0.8336949999999999","1","True"
"1112","btc","5m","0.5699998384999112","1.2361090000000001","2.105262","0.8691530000000001","1","True"
"1113","btc","5m","0.5699998384999112","1.2361090000000001","0.0","-1.2361090000000001","1","False"
"1114","btc","5m","0.6","1.2336","2.0","0.7664","1","True"
"1115","btc","5m","0.48","1.5235","0.0","-1.5235","1","False"
"1116","btc","5m","0.389999811499934","1.251229","3.076922","1.8256930000000002","1","True"
"1117","btc","5m","0.389999811499934","1.251229","3.076922","1.8256930000000002","1","True"
"1118","btc","5m","0.37","1.1589500000000001","0.0","-1.1589500000000001","1","False"
"1119","btc","5m","0.38","1.1894699999999998","0.0","-1.1894699999999998","1","False"
"1120","btc","5m","0.3799998441024948","1.220769","3.078946","1.8581770000000002","1","True"
"1121","btc","5m","0.5","1.035","0.0","-1.035","1","False"
"1122","btc","5m","0.4549999258427413","2.927438","0.0","-2.927438","2","False"
"1123","btc","5m","0.4","1.28166","0.0","-1.28166","1","False"
"1124","btc","5m","0.36999980526308957","1.190269","0.0","-1.190269","1","False"
"1125","btc","5m","0.4099998415908503","1.374509","0.0","-1.374509","1","False"
"1126","btc","5m","0.5899998869165941","1.234429","2.033897","0.7994680000000001","1","True"
"1127","btc","5m","0.5599998319999104","1.236949","0.0","-1.236949","1","False"
"1128","eth","5m","0.85","1.00494","1.17","0.16505999999999998","1","True"
"1129","eth","5m","0.75","0.02289","0.03","0.007109999999999998","1","True"
"1130","eth","5m","0.81","1.01775","1.24","0.22225000000000006","1","True"
"1131","eth","5m","0.62","1.03111","1.62","0.5888900000000001","1","True"
"1132","btc","5m","0.5699999901724054","1.194909","2.035086","0.8401770000000002","1","True"
"1133","eth","5m","0.41","1.94254","0.0","-1.94254","1","False"
"1134","eth","5m","0.75","7.12758","0.0","-7.12758","2","False"
"1135","eth","5m","0.79","2.00403","2.5","0.4959699999999998","1","True"
"1136","eth","5m","0.77","1.8934","0.0","-1.8934","2","False"
"1137","eth","5m","0.71","2.04284","0.0","-2.04284","2","False"
